17.000000	1
17.000000	1
17.000000	0
17.000000	0
17.000000	2
10.888889	3
12.000000	4
16.000000	4
16.000000	5
17.000000	4
17.000000	4
13.000000	3
17.000000	3
13.000000	3
14.000000	3
14.000000	3
15.000000	3
15.000000	3
16.000000	3
16.000000	3
17.000000	3
17.000000	3
10.888889	4
13.000000	4
17.000000	5
13.000000	5
14.000000	4
14.000000	4
15.000000	4
15.000000	4
16.000000	4
16.000000	4
17.000000	4
17.000000	4
10.888889	3
14.000000	3
15.000000	3
15.000000	3
16.000000	3
16.000000	3
17.000000	3
17.000000	3
10.888889	3
15.000000	3
15.000000	3
16.000000	3
16.000000	3
17.000000	3
17.000000	3
11.000000	3
16.000000	3
17.000000	3
17.000000	3
11.000000	3
17.000000	3
17.000000	3
12.000000	3
12.000000	3
13.000000	3
13.000000	3
14.000000	3
14.000000	3
15.000000	3
15.000000	3
16.000000	3
16.000000	3
17.000000	3
17.000000	3
17.000000	16
10.000000	2
14.000000	2
14.000000	2
15.000000	2
15.000000	2
16.000000	2
16.000000	2
17.000000	2
17.000000	2
11.000000	2
15.000000	2
16.000000	2
16.000000	2
17.000000	2
17.000000	2
11.000000	2
16.000000	2
16.000000	2
17.000000	2
17.000000	2
12.000000	2
17.000000	2
12.000000	2
13.000000	2
13.000000	2
14.000000	2
14.000000	2
15.000000	2
15.000000	2
16.000000	2
16.000000	2
17.000000	2
17.000000	2
17.000000	3
11.000000	2
15.000000	2
16.000000	2
16.000000	2
17.000000	2
17.000000	2
11.000000	2
16.000000	2
16.000000	2
17.000000	2
17.000000	2
12.000000	2
17.000000	2
12.000000	2
13.000000	2
13.000000	2
14.000000	2
14.000000	2
15.000000	2
15.000000	2
16.000000	2
16.000000	2
17.000000	2
17.000000	2
17.000000	17
12.000000	2
17.000000	2
17.000000	2
13.000000	2
13.000000	2
14.000000	2
14.000000	2
15.000000	2
15.000000	2
16.000000	2
16.000000	2
17.000000	2
17.000000	2
17.000000	4
13.000000	2
13.000000	2
14.000000	2
14.000000	2
15.000000	2
15.000000	2
16.000000	2
16.000000	2
17.000000	2
17.000000	2
17.000000	18
14.000000	2
15.000000	2
15.000000	2
16.000000	2
16.000000	2
17.000000	2
17.000000	2
17.000000	5
15.000000	2
15.000000	2
16.000000	2
16.000000	2
17.000000	2
17.000000	2
17.000000	19
16.000000	2
17.000000	2
17.000000	2
17.000000	6
17.000000	2
17.000000	2
17.000000	20
17.000000	7
17.000000	21
17.000000	8
17.000000	22
17.000000	9
17.000000	23
17.000000	10
17.000000	24
17.000000	11
17.000000	25
17.000000	12
17.000000	26
17.000000	13
17.000000	0
17.000000	16
10.000000	4
14.000000	4
14.000000	5
15.000000	4
15.000000	4
16.000000	4
16.000000	4
17.000000	4
17.000000	4
11.000000	3
15.000000	3
16.000000	3
16.000000	3
17.000000	3
17.000000	3
11.000000	3
16.000000	3
16.000000	3
17.000000	3
17.000000	3
12.000000	3
17.000000	3
12.000000	3
13.000000	3
13.000000	3
14.000000	3
14.000000	3
15.000000	3
15.000000	3
16.000000	3
16.000000	3
17.000000	3
17.000000	3
17.000000	3
11.000000	4
15.000000	5
16.000000	4
16.000000	4
17.000000	4
17.000000	4
11.000000	5
